WH, 0.00257
YE, 0.00257
YS, 0.00257
AM, 0.00237
MI, 0.00237
UN, 0.00237
YO, 0.00237
AY, 0.00217
BO, 0.00217
CT, 0.00217
EB, 0.00217
EG, 0.00217
FI, 0.00217
GR, 0.00217
IL, 0.00217
OH, 0.00217
PA, 0.00217
SU, 0.00217
TY, 0.00217
UG, 0.00217
WN, 0.00217
YT, 0.00217
AV, 0.00198
CR, 0.00198
DW, 0.00198
GT, 0.00198
NL, 0.00198
RW, 0.00198
SW, 0.00198
UP, 0.00198
EY, 0.00178
FA, 0.00178
GA, 0.00178
GI, 0.00178
OP, 0.00178
PR, 0.00178
RD, 0.00178
RY, 0.00178
SC, 0.00178
TP, 0.00178
AG, 0.00158
AP, 0.00158
AW, 0.00158
BI, 0.00158
BU, 0.00158
CA, 0.00158
DN, 0.00158
FE, 0.00158
IG, 0.00158
IV, 0.00158
LT, 0.00158
NW, 0.00158
OA, 0.00158
OV, 0.00158
PI, 0.00158
RF, 0.00158
RL, 0.00158
BB, 0.00138
BL, 0.00138
MP, 0.00138
OC, 0.00138
OD, 0.00138
OK, 0.00138
PL, 0.00138
RM, 0.00138
RR, 0.00138
SB, 0.00138
SL, 0.00138
TC, 0.00138
YW, 0.00138
AU, 0.00118
CI, 0.00118
DY, 0.00118
EU, 0.00118
GO, 0.00118
GS, 0.00118
NH, 0.00118
PP, 0.00118
SF, 0.00118
SM, 0.00118
SP, 0.00118
TD, 0.00118
TL, 0.00118
TR, 0.00118
VI, 0.00118
YA, 0.00118
YM, 0.00118
AF, 0.00099
BA, 0.00099
DF, 0.00099
DH, 0.00099
DU, 0.00099
FL, 0.00099
FR, 0.00099
FU, 0.00099
LW, 0.00099
NB, 0.00099
RC, 0.00099
RN, 0.00099
TN, 0.00099
YH, 0.00099
YI, 0.00099
AK, 0.00079
CK, 0.00079
CL, 0.00079
DB, 0.00079
DC, 0.00079
DD, 0.00079
DL, 0.00079
DM, 0.00079
DR, 0.00079
FH, 0.00079
FW, 0.00079
GB, 0.00079
GL, 0.00079
KI, 0.00079
LS, 0.00079
NF, 0.00079
NK, 0.00079
NV, 0.00079
NY, 0.00079
OB, 0.00079
OI, 0.00079
SN, 0.00079
TB, 0.00079
TM, 0.00079
UD, 0.00079
UM, 0.00079
YB, 0.00079
YC, 0.00079
YD, 0.00079
AH, 0.00059
BR, 0.00059
BY, 0.00059
CU, 0.00059
DP, 0.00059
EX, 0.00059
FF, 0.00059
FS, 0.00059
GD, 0.00059
HD, 0.00059
HH, 0.00059
HN, 0.00059
IA, 0.00059
IF, 0.00059
IK, 0.00059
IP, 0.00059
IZ, 0.00059
KA, 0.00059
LF, 0.00059
MT, 0.00059
MU, 0.00059
NM, 0.00059
OG, 0.00059
QU, 0.00059
RB, 0.00059
RH, 0.00059
RU, 0.00059
SG, 0.00059
SK, 0.00059
SY, 0.00059
UE, 0.00059
VA, 0.00059
WL, 0.00059
ZE, 0.00059
AO, 0.00039
DG, 0.00039
EJ, 0.00039
FD, 0.00039
GU, 0.00039
GW, 0.00039
HC, 0.00039
HP, 0.00039
HU, 0.00039
HY, 0.00039
IB, 0.00039
JE, 0.00039
JU, 0.00039
KH, 0.00039
KN, 0.00039
LB, 0.00039
LG, 0.00039
LH, 0.00039
LK, 0.00039
LV, 0.00039
ML, 0.00039
MS, 0.00039
NN, 0.00039
NP, 0.00039
PU, 0.00039
PY, 0.00039
RG, 0.00039
RK, 0.00039
SR, 0.00039
TF, 0.00039
TV, 0.00039
UA, 0.00039
UB, 0.00039
UC, 0.00039
UF, 0.00039
UI, 0.00039
YF, 0.00039
BJ, 0.00019
BW, 0.00019
CC, 0.00019
CY, 0.00019
DK, 0.00019
DQ, 0.00019
EQ, 0.00019
FB, 0.00019
FC, 0.00019
FG, 0.00019
FM, 0.00019
FP, 0.00019
FY, 0.00019
GM, 0.00019
GN, 0.00019
HB, 0.00019
HM, 0.00019
HR, 0.00019
HS, 0.00019
HW, 0.00019
IX, 0.00019
JO, 0.00019
KF, 0.00019
KS, 0.00019
KT, 0.00019
KY, 0.00019
LM, 0.00019
LN, 0.00019
MF, 0.00019
MG, 0.00019
MM, 0.00019
MW, 0.00019
MY, 0.00019
NJ, 0.00019
NQ, 0.00019
OE, 0.00019
OX, 0.00019
OY, 0.00019
OZ, 0.00019
PB, 0.00019
PD, 0.00019
PH, 0.00019
PM, 0.00019
PS, 0.00019
PT, 0.00019
RP, 0.00019
RV, 0.00019
SD, 0.00019
SJ, 0.00019
SV, 0.00019
UK, 0.00019
VO, 0.00019
VY, 0.00019
WB, 0.00019
WD, 0.00019
WT, 0.00019
XA, 0.00019
XC, 0.00019
XI, 0.00019
XO, 0.00019
XT, 0.00019
YN, 0.00019
YR, 0.00019
ZY, 0.00019
AA, 0.0
AE, 0.0
AJ, 0.0
AQ, 0.0
AX, 0.0
AZ, 0.0
BC, 0.0
BD, 0.0
BF, 0.0
BG, 0.0
BH, 0.0
BK, 0.0
BM, 0.0
BN, 0.0
BP, 0.0
BQ, 0.0
BS, 0.0
BT, 0.0
BV, 0.0
BX, 0.0
BZ, 0.0
CB, 0.0
CD, 0.0
CF, 0.0
CG, 0.0
CJ, 0.0
CM, 0.0
CN, 0.0
CP, 0.0
CQ, 0.0
CS, 0.0
CV, 0.0
CW, 0.0
CX, 0.0
CZ, 0.0
DJ, 0.0
DV, 0.0
DX, 0.0
DZ, 0.0
EK, 0.0
EZ, 0.0
FJ, 0.0
FK, 0.0
FN, 0.0
FQ, 0.0
FV, 0.0
FX, 0.0
FZ, 0.0
GC, 0.0
GF, 0.0
GG, 0.0
GJ, 0.0
GK, 0.0
GP, 0.0
GQ, 0.0
GV, 0.0
GX, 0.0
GY, 0.0
GZ, 0.0
HF, 0.0
HG, 0.0
HJ, 0.0
HK, 0.0
HL, 0.0
HQ, 0.0
HV, 0.0
HX, 0.0
HZ, 0.0
IH, 0.0
II, 0.0
IJ, 0.0
IQ, 0.0
IU, 0.0
IW, 0.0
IY, 0.0
JA, 0.0
JB, 0.0
JC, 0.0
JD, 0.0
JF, 0.0
JG, 0.0
JH, 0.0
JI, 0.0
JJ, 0.0
JK, 0.0
JL, 0.0
JM, 0.0
JN, 0.0
JP, 0.0
JQ, 0.0
JR, 0.0
JS, 0.0
JT, 0.0
JV, 0.0
JW, 0.0
JX, 0.0
JY, 0.0
JZ, 0.0
KB, 0.0
KC, 0.0
KD, 0.0
KG, 0.0
KJ, 0.0
KK, 0.0
KL, 0.0
KM, 0.0
KO, 0.0
KP, 0.0
KQ, 0.0
KR, 0.0
KU, 0.0
KV, 0.0
KW, 0.0
KX, 0.0
KZ, 0.0
LC, 0.0
LJ, 0.0
LP, 0.0
LQ, 0.0
LR, 0.0
LU, 0.0
LX, 0.0
LZ, 0.0
MB, 0.0
MC, 0.0
MD, 0.0
MH, 0.0
MJ, 0.0
MK, 0.0
MN, 0.0
MQ, 0.0
MR, 0.0
MV, 0.0
MX, 0.0
MZ, 0.0
NR, 0.0
NU, 0.0
NX, 0.0
NZ, 0.0
OJ, 0.0
OQ, 0.0
PC, 0.0
PF, 0.0
PG, 0.0
PJ, 0.0
PK, 0.0
PN, 0.0
PQ, 0.0
PV, 0.0
PW, 0.0
PX, 0.0
PZ, 0.0
QA, 0.0
QB, 0.0
QC, 0.0
QD, 0.0
QE, 0.0
QF, 0.0
QG, 0.0
QH, 0.0
QI, 0.0
QJ, 0.0
QK, 0.0
QL, 0.0
QM, 0.0
QN, 0.0
QO, 0.0
QP, 0.0
QQ, 0.0
QR, 0.0
QS, 0.0
QT, 0.0
QV, 0.0
QW, 0.0
QX, 0.0
QY, 0.0
QZ, 0.0
RJ, 0.0
RQ, 0.0
RX, 0.0
RZ, 0.0
SQ, 0.0
SX, 0.0
SZ, 0.0
TG, 0.0
TJ, 0.0
TK, 0.0
TQ, 0.0
TX, 0.0
TZ, 0.0
UH, 0.0
UJ, 0.0
UO, 0.0
UQ, 0.0
UU, 0.0
UV, 0.0
UW, 0.0
UX, 0.0
UY, 0.0
UZ, 0.0
VB, 0.0
VC, 0.0
VD, 0.0
VF, 0.0
VG, 0.0
VH, 0.0
VJ, 0.0
VK, 0.0
VL, 0.0
VM, 0.0
VN, 0.0
VP, 0.0
VQ, 0.0
VR, 0.0
VS, 0.0
VT, 0.0
VU, 0.0
VV, 0.0
VW, 0.0
VX, 0.0
VZ, 0.0
WC, 0.0
WF, 0.0
WG, 0.0
WJ, 0.0
WK, 0.0
WM, 0.0
WP, 0.0
WQ, 0.0
WR, 0.0
WS, 0.0
WU, 0.0
WV, 0.0
WW, 0.0
WX, 0.0
WY, 0.0
WZ, 0.0
XB, 0.0
XD, 0.0
XE, 0.0
XF, 0.0
XG, 0.0
XH, 0.0
XJ, 0.0
XK, 0.0
XL, 0.0
XM, 0.0
XN, 0.0
XP, 0.0
XQ, 0.0
XR, 0.0
XS, 0.0
XU, 0.0
XV, 0.0
XW, 0.0
XX, 0.0
XY, 0.0
XZ, 0.0
YG, 0.0
YJ, 0.0
YK, 0.0
YL, 0.0
YP, 0.0
YQ, 0.0
YU, 0.0
YV, 0.0
YX, 0.0
YY, 0.0
YZ, 0.0
ZA, 0.0
ZB, 0.0
ZC, 0.0
ZD, 0.0
ZF, 0.0
ZG, 0.0
ZH, 0.0
ZI, 0.0
ZJ, 0.0
ZK, 0.0
ZL, 0.0
ZM, 0.0
ZN, 0.0
ZO, 0.0
ZP, 0.0
ZQ, 0.0
ZR, 0.0
ZS, 0.0
ZT, 0.0
ZU, 0.0
ZV, 0.0
ZW, 0.0
ZX, 0.0
ZZ, 0.0
